Date,Right Ascension
2020-May-19,23 19 37.94
2020-May-20,23 21 32.26
2020-May-21,23 23 26.21
2020-May-22,23 25 19.78
2020-May-23,23 27 12.96
2020-May-24,23 29 05.77
2020-May-25,23 30 58.19
2020-May-26,23 32 50.23
2020-May-27,23 34 41.89
2020-May-28,23 36 33.18
2020-May-29,23 38 24.08
2020-May-30,23 40 14.61
2020-May-31,23 42 04.76
2020-Jun-01,23 43 54.55
2020-Jun-02,23 45 43.96
2020-Jun-03,23 47 33.01
2020-Jun-04,23 49 21.69
2020-Jun-05,23 51 10.01
2020-Jun-06,23 52 57.97
2020-Jun-07,23 54 45.56
2020-Jun-08,23 56 32.79
2020-Jun-09,23 58 19.65
2020-Jun-10,00 00 06.13
2020-Jun-11,00 01 52.24
2020-Jun-12,00 03 37.97
2020-Jun-13,00 05 23.32
2020-Jun-14,00 07 08.27
2020-Jun-15,00 08 52.83
2020-Jun-16,00 10 36.98
2020-Jun-17,00 12 20.72
2020-Jun-18,00 14 04.05
2020-Jun-19,00 15 46.96
2020-Jun-20,00 17 29.44
2020-Jun-21,00 19 11.48
2020-Jun-22,00 20 53.08
2020-Jun-23,00 22 34.24
2020-Jun-24,00 24 14.94
2020-Jun-25,00 25 55.18
2020-Jun-26,00 27 34.96
2020-Jun-27,00 29 14.28
2020-Jun-28,00 30 53.12
2020-Jun-29,00 32 31.48
2020-Jun-30,00 34 09.36
2020-Jul-01,00 35 46.76
2020-Jul-02,00 37 23.67
2020-Jul-03,00 39 00.08
2020-Jul-04,00 40 35.98
2020-Jul-05,00 42 11.38
2020-Jul-06,00 43 46.25
2020-Jul-07,00 45 20.59
2020-Jul-08,00 46 54.38
2020-Jul-09,00 48 27.61
2020-Jul-10,00 50 00.27
2020-Jul-11,00 51 32.33
2020-Jul-12,00 53 03.80
2020-Jul-13,00 54 34.63
2020-Jul-14,00 56 04.83
2020-Jul-15,00 57 34.38
2020-Jul-16,00 59 03.24
2020-Jul-17,01 00 31.41
2020-Jul-18,01 01 58.86
2020-Jul-19,01 03 25.58
2020-Jul-20,01 04 51.54
2020-Jul-21,01 06 16.73
2020-Jul-22,01 07 41.12
2020-Jul-23,01 09 04.70
2020-Jul-24,01 10 27.44
2020-Jul-25,01 11 49.34
2020-Jul-26,01 13 10.36
2020-Jul-27,01 14 30.49
2020-Jul-28,01 15 49.71
2020-Jul-29,01 17 08.01
2020-Jul-30,01 18 25.35
2020-Jul-31,01 19 41.72
2020-Aug-01,01 20 57.10
2020-Aug-02,01 22 11.45
2020-Aug-03,01 23 24.75
2020-Aug-04,01 24 36.96
2020-Aug-05,01 25 48.06
2020-Aug-06,01 26 58.00
2020-Aug-07,01 28 06.76
2020-Aug-08,01 29 14.29
2020-Aug-09,01 30 20.56
2020-Aug-10,01 31 25.52
2020-Aug-11,01 32 29.13
2020-Aug-12,01 33 31.35
2020-Aug-13,01 34 32.14
2020-Aug-14,01 35 31.44
2020-Aug-15,01 36 29.20
2020-Aug-16,01 37 25.39
2020-Aug-17,01 38 19.95
2020-Aug-18,01 39 12.84
2020-Aug-19,01 40 03.99
2020-Aug-20,01 40 53.38
2020-Aug-21,01 41 40.94
2020-Aug-22,01 42 26.62
2020-Aug-23,01 43 10.40
2020-Aug-24,01 43 52.20
2020-Aug-25,01 44 31.99
2020-Aug-26,01 45 09.72
2020-Aug-27,01 45 45.33
2020-Aug-28,01 46 18.77
2020-Aug-29,01 46 49.98
2020-Aug-30,01 47 18.90
2020-Aug-31,01 47 45.48
2020-Sep-01,01 48 09.64
2020-Sep-02,01 48 31.31
2020-Sep-03,01 48 50.44
2020-Sep-04,01 49 06.94
2020-Sep-05,01 49 20.75
2020-Sep-06,01 49 31.80
2020-Sep-07,01 49 40.00
2020-Sep-08,01 49 45.29
2020-Sep-09,01 49 47.59
2020-Sep-10,01 49 46.82
2020-Sep-11,01 49 42.91
2020-Sep-12,01 49 35.79
2020-Sep-13,01 49 25.39
2020-Sep-14,01 49 11.64
2020-Sep-15,01 48 54.47
2020-Sep-16,01 48 33.82
2020-Sep-17,01 48 09.64
2020-Sep-18,01 47 41.88
2020-Sep-19,01 47 10.50
2020-Sep-20,01 46 35.45
2020-Sep-21,01 45 56.72
2020-Sep-22,01 45 14.28
2020-Sep-23,01 44 28.10
2020-Sep-24,01 43 38.16
2020-Sep-25,01 42 44.47
2020-Sep-26,01 41 47.00
2020-Sep-27,01 40 45.77
2020-Sep-28,01 39 40.76
2020-Sep-29,01 38 32.00
2020-Sep-30,01 37 19.51
2020-Oct-01,01 36 03.31
2020-Oct-02,01 34 43.45
2020-Oct-03,01 33 19.96
2020-Oct-04,01 31 52.93
2020-Oct-05,01 30 22.40
2020-Oct-06,01 28 48.49
2020-Oct-07,01 27 11.27
2020-Oct-08,01 25 30.88
2020-Oct-09,01 23 47.43
2020-Oct-10,01 22 01.07
2020-Oct-11,01 20 11.97
2020-Oct-12,01 18 20.29
2020-Oct-13,01 16 26.23
2020-Oct-14,01 14 30.01
2020-Oct-15,01 12 31.85
2020-Oct-16,01 10 31.98
2020-Oct-17,01 08 30.67
2020-Oct-18,01 06 28.18
2020-Oct-19,01 04 24.79
2020-Oct-20,01 02 20.78
2020-Oct-21,01 00 16.43
2020-Oct-22,00 58 12.01
2020-Oct-23,00 56 07.80
2020-Oct-24,00 54 04.08
2020-Oct-25,00 52 01.12
2020-Oct-26,00 49 59.18
2020-Oct-27,00 47 58.53
2020-Oct-28,00 45 59.40
2020-Oct-29,00 44 02.06
2020-Oct-30,00 42 06.74
2020-Oct-31,00 40 13.66
2020-Nov-01,00 38 23.05
2020-Nov-02,00 36 35.12
2020-Nov-03,00 34 50.06
2020-Nov-04,00 33 08.06
2020-Nov-05,00 31 29.31
2020-Nov-06,00 29 53.96
2020-Nov-07,00 28 22.19
2020-Nov-08,00 26 54.12
2020-Nov-09,00 25 29.91
2020-Nov-10,00 24 09.66
2020-Nov-11,00 22 53.50
2020-Nov-12,00 21 41.54
2020-Nov-13,00 20 33.86
2020-Nov-14,00 19 30.56
2020-Nov-15,00 18 31.69
2020-Nov-16,00 17 37.32
2020-Nov-17,00 16 47.48
2020-Nov-18,00 16 02.21
2020-Nov-19,00 15 21.50
2020-Nov-20,00 14 45.37
2020-Nov-21,00 14 13.79
2020-Nov-22,00 13 46.74
2020-Nov-23,00 13 24.18
2020-Nov-24,00 13 06.09
2020-Nov-25,00 12 52.42
2020-Nov-26,00 12 43.12
2020-Nov-27,00 12 38.13
2020-Nov-28,00 12 37.41
2020-Nov-29,00 12 40.90
2020-Nov-30,00 12 48.53
2020-Dec-01,00 13 00.25
2020-Dec-02,00 13 16.00
2020-Dec-03,00 13 35.72
2020-Dec-04,00 13 59.34
2020-Dec-05,00 14 26.82
2020-Dec-06,00 14 58.10
2020-Dec-07,00 15 33.12
2020-Dec-08,00 16 11.84
2020-Dec-09,00 16 54.20
2020-Dec-10,00 17 40.15
2020-Dec-11,00 18 29.66
2020-Dec-12,00 19 22.67
2020-Dec-13,00 20 19.13
2020-Dec-14,00 21 19.01
2020-Dec-15,00 22 22.25
2020-Dec-16,00 23 28.79
2020-Dec-17,00 24 38.58
2020-Dec-18,00 25 51.57
2020-Dec-19,00 27 07.69
2020-Dec-20,00 28 26.89
2020-Dec-21,00 29 49.11
2020-Dec-22,00 31 14.29
2020-Dec-23,00 32 42.38
2020-Dec-24,00 34 13.32
2020-Dec-25,00 35 47.08
2020-Dec-26,00 37 23.59
2020-Dec-27,00 39 02.82
2020-Dec-28,00 40 44.72
2020-Dec-29,00 42 29.26
2020-Dec-30,00 44 16.40
2020-Dec-31,00 46 06.10
2021-Jan-01,00 47 58.34
2021-Jan-02,00 49 53.10
2021-Jan-03,00 51 50.34
2021-Jan-04,00 53 50.06
2021-Jan-05,00 55 52.25
2021-Jan-06,00 57 56.89
2021-Jan-07,01 00 03.98
2021-Jan-08,01 02 13.51
2021-Jan-09,01 04 25.49
2021-Jan-10,01 06 39.91
2021-Jan-11,01 08 56.78
2021-Jan-12,01 11 16.08
2021-Jan-13,01 13 37.82
2021-Jan-14,01 16 02.00
2021-Jan-15,01 18 28.60
2021-Jan-16,01 20 57.63
2021-Jan-17,01 23 29.07
2021-Jan-18,01 26 02.93
2021-Jan-19,01 28 39.19
2021-Jan-20,01 31 17.86
2021-Jan-21,01 33 58.94
2021-Jan-22,01 36 42.43
2021-Jan-23,01 39 28.33
2021-Jan-24,01 42 16.65
2021-Jan-25,01 45 07.40
2021-Jan-26,01 48 00.59
2021-Jan-27,01 50 56.23
2021-Jan-28,01 53 54.35
2021-Jan-29,01 56 54.95
2021-Jan-30,01 59 58.08
2021-Jan-31,02 03 03.74
2021-Feb-01,02 06 11.99
2021-Feb-02,02 09 22.86
2021-Feb-03,02 12 36.39
2021-Feb-04,02 15 52.63
2021-Feb-05,02 19 11.63
2021-Feb-06,02 22 33.43
2021-Feb-07,02 25 58.11
2021-Feb-08,02 29 25.70
2021-Feb-09,02 32 56.25
2021-Feb-10,02 36 29.84
2021-Feb-11,02 40 06.49
2021-Feb-12,02 43 46.27
2021-Feb-13,02 47 29.22
2021-Feb-14,02 51 15.39
2021-Feb-15,02 55 04.82
2021-Feb-16,02 58 57.56
2021-Feb-17,03 02 53.66
2021-Feb-18,03 06 53.17
2021-Feb-19,03 10 56.12
2021-Feb-20,03 15 02.57
2021-Feb-21,03 19 12.55
2021-Feb-22,03 23 26.12
2021-Feb-23,03 27 43.31
2021-Feb-24,03 32 04.18
2021-Feb-25,03 36 28.75
2021-Feb-26,03 40 57.07
2021-Feb-27,03 45 29.18
2021-Feb-28,03 50 05.12
2021-Mar-01,03 54 44.93
2021-Mar-02,03 59 28.65
2021-Mar-03,04 04 16.31
2021-Mar-04,04 09 07.96
2021-Mar-05,04 14 03.64
2021-Mar-06,04 19 03.37
2021-Mar-07,04 24 07.17
2021-Mar-08,04 29 15.06
2021-Mar-09,04 34 27.04
2021-Mar-10,04 39 43.10
2021-Mar-11,04 45 03.24
2021-Mar-12,04 50 27.40
2021-Mar-13,04 55 55.55
2021-Mar-14,05 01 27.63
2021-Mar-15,05 07 03.56
2021-Mar-16,05 12 43.24
2021-Mar-17,05 18 26.58
2021-Mar-18,05 24 13.46
2021-Mar-19,05 30 03.73
2021-Mar-20,05 35 57.24
2021-Mar-21,05 41 53.84
2021-Mar-22,05 47 53.33
2021-Mar-23,05 53 55.53
2021-Mar-24,06 00 00.21
2021-Mar-25,06 06 07.17
2021-Mar-26,06 12 16.16
2021-Mar-27,06 18 26.94
2021-Mar-28,06 24 39.25
2021-Mar-29,06 30 52.83
2021-Mar-30,06 37 07.42
2021-Mar-31,06 43 22.75
2021-Apr-01,06 49 38.56
2021-Apr-02,06 55 54.59
2021-Apr-03,07 02 10.58
2021-Apr-04,07 08 26.25
2021-Apr-05,07 14 41.36
2021-Apr-06,07 20 55.63
2021-Apr-07,07 27 08.82
2021-Apr-08,07 33 20.67
2021-Apr-09,07 39 30.93
2021-Apr-10,07 45 39.36
2021-Apr-11,07 51 45.72
2021-Apr-12,07 57 49.79
2021-Apr-13,08 03 51.35
2021-Apr-14,08 09 50.19
2021-Apr-15,08 15 46.13
2021-Apr-16,08 21 38.97
2021-Apr-17,08 27 28.56
2021-Apr-18,08 33 14.73
2021-Apr-19,08 38 57.34
2021-Apr-20,08 44 36.27
2021-Apr-21,08 50 11.40
2021-Apr-22,08 55 42.62
2021-Apr-23,09 01 09.86
2021-Apr-24,09 06 33.04
2021-Apr-25,09 11 52.09
2021-Apr-26,09 17 06.98
2021-Apr-27,09 22 17.65
2021-Apr-28,09 27 24.11
2021-Apr-29,09 32 26.33
2021-Apr-30,09 37 24.35
2021-May-01,09 42 18.18
2021-May-02,09 47 07.85
2021-May-03,09 51 53.42
2021-May-04,09 56 34.92
2021-May-05,10 01 12.43
2021-May-06,10 05 45.99
2021-May-07,10 10 15.67
2021-May-08,10 14 41.54
2021-May-09,10 19 03.67
2021-May-10,10 23 22.12
2021-May-11,10 27 36.98
2021-May-12,10 31 48.31
2021-May-13,10 35 56.19
2021-May-14,10 40 00.69
2021-May-15,10 44 01.89
2021-May-16,10 47 59.87
2021-May-17,10 51 54.68
2021-May-18,10 55 46.42
2021-May-19,10 59 35.15
2021-May-20,11 03 20.94
2021-May-21,11 07 03.86
2021-May-22,11 10 43.98
2021-May-23,11 14 21.38
2021-May-24,11 17 56.10
2021-May-25,11 21 28.23
2021-May-26,11 24 57.83
2021-May-27,11 28 24.97
2021-May-28,11 31 49.72
2021-May-29,11 35 12.16
2021-May-30,11 38 32.35
2021-May-31,11 41 50.38
2021-Jun-01,11 45 06.32
2021-Jun-02,11 48 20.23
2021-Jun-03,11 51 32.21
2021-Jun-04,11 54 42.30
2021-Jun-05,11 57 50.58
2021-Jun-06,12 00 57.11
2021-Jun-07,12 04 01.96
2021-Jun-08,12 07 05.18
2021-Jun-09,12 10 06.84
2021-Jun-10,12 13 06.99
2021-Jun-11,12 16 05.68
2021-Jun-12,12 19 02.96
2021-Jun-13,12 21 58.89
2021-Jun-14,12 24 53.50
2021-Jun-15,12 27 46.85
2021-Jun-16,12 30 38.97
2021-Jun-17,12 33 29.90
2021-Jun-18,12 36 19.69
2021-Jun-19,12 39 08.36
2021-Jun-20,12 41 55.95
2021-Jun-21,12 44 42.50
2021-Jun-22,12 47 28.03
2021-Jun-23,12 50 12.58
2021-Jun-24,12 52 56.18
2021-Jun-25,12 55 38.86
2021-Jun-26,12 58 20.65
2021-Jun-27,13 01 01.59
2021-Jun-28,13 03 41.71
2021-Jun-29,13 06 21.05
2021-Jun-30,13 08 59.65
2021-Jul-01,13 11 37.53
2021-Jul-02,13 14 14.74
2021-Jul-03,13 16 51.30
2021-Jul-04,13 19 27.25
2021-Jul-05,13 22 02.61
2021-Jul-06,13 24 37.42
2021-Jul-07,13 27 11.70
2021-Jul-08,13 29 45.48
2021-Jul-09,13 32 18.78
2021-Jul-10,13 34 51.63
2021-Jul-11,13 37 24.05
2021-Jul-12,13 39 56.06
2021-Jul-13,13 42 27.68
2021-Jul-14,13 44 58.92
2021-Jul-15,13 47 29.82
2021-Jul-16,13 50 00.37
2021-Jul-17,13 52 30.59
2021-Jul-18,13 55 00.51
2021-Jul-19,13 57 30.12
2021-Jul-20,13 59 59.44
2021-Jul-21,14 02 28.48
2021-Jul-22,14 04 57.26
2021-Jul-23,14 07 25.78
2021-Jul-24,14 09 54.05
2021-Jul-25,14 12 22.11
2021-Jul-26,14 14 49.95
2021-Jul-27,14 17 17.59
2021-Jul-28,14 19 45.05
2021-Jul-29,14 22 12.35
2021-Jul-30,14 24 39.50
2021-Jul-31,14 27 06.52
2021-Aug-01,14 29 33.42
2021-Aug-02,14 32 00.22
2021-Aug-03,14 34 26.93
2021-Aug-04,14 36 53.57
2021-Aug-05,14 39 20.14
2021-Aug-06,14 41 46.66
2021-Aug-07,14 44 13.14
2021-Aug-08,14 46 39.59
2021-Aug-09,14 49 06.02
2021-Aug-10,14 51 32.44
2021-Aug-11,14 53 58.86
2021-Aug-12,14 56 25.28
2021-Aug-13,14 58 51.71
2021-Aug-14,15 01 18.15
2021-Aug-15,15 03 44.60
2021-Aug-16,15 06 11.08
2021-Aug-17,15 08 37.57
2021-Aug-18,15 11 04.09
2021-Aug-19,15 13 30.63
2021-Aug-20,15 15 57.20
2021-Aug-21,15 18 23.80
2021-Aug-22,15 20 50.44
2021-Aug-23,15 23 17.12
2021-Aug-24,15 25 43.85
2021-Aug-25,15 28 10.64
2021-Aug-26,15 30 37.49
2021-Aug-27,15 33 04.40
2021-Aug-28,15 35 31.40
2021-Aug-29,15 37 58.47
2021-Aug-30,15 40 25.64
2021-Aug-31,15 42 52.90
2021-Sep-01,15 45 20.26
2021-Sep-02,15 47 47.72
2021-Sep-03,15 50 15.30
2021-Sep-04,15 52 43.00
2021-Sep-05,15 55 10.81
2021-Sep-06,15 57 38.75
2021-Sep-07,16 00 06.82
2021-Sep-08,16 02 35.01
2021-Sep-09,16 05 03.33
2021-Sep-10,16 07 31.78
2021-Sep-11,16 10 00.36
2021-Sep-12,16 12 29.06
2021-Sep-13,16 14 57.88
2021-Sep-14,16 17 26.83
2021-Sep-15,16 19 55.89
2021-Sep-16,16 22 25.06
2021-Sep-17,16 24 54.34
2021-Sep-18,16 27 23.74
2021-Sep-19,16 29 53.25
2021-Sep-20,16 32 22.86
2021-Sep-21,16 34 52.58
2021-Sep-22,16 37 22.41
2021-Sep-23,16 39 52.35
2021-Sep-24,16 42 22.41
2021-Sep-25,16 44 52.58
2021-Sep-26,16 47 22.86
2021-Sep-27,16 49 53.25
2021-Sep-28,16 52 23.76
2021-Sep-29,16 54 54.39
2021-Sep-30,16 57 25.14
2021-Oct-01,16 59 56.01
2021-Oct-02,17 02 26.99
2021-Oct-03,17 04 58.09
2021-Oct-04,17 07 29.31
2021-Oct-05,17 10 00.65
2021-Oct-06,17 12 32.10
2021-Oct-07,17 15 03.67
2021-Oct-08,17 17 35.34
2021-Oct-09,17 20 07.11
2021-Oct-10,17 22 38.99
2021-Oct-11,17 25 10.95
2021-Oct-12,17 27 43.01
2021-Oct-13,17 30 15.14
2021-Oct-14,17 32 47.34
2021-Oct-15,17 35 19.62
2021-Oct-16,17 37 51.95
2021-Oct-17,17 40 24.35
2021-Oct-18,17 42 56.80
2021-Oct-19,17 45 29.31
2021-Oct-20,17 48 01.86
2021-Oct-21,17 50 34.46
2021-Oct-22,17 53 07.10
2021-Oct-23,17 55 39.79
2021-Oct-24,17 58 12.51
2021-Oct-25,18 00 45.28
2021-Oct-26,18 03 18.08
2021-Oct-27,18 05 50.92
2021-Oct-28,18 08 23.79
2021-Oct-29,18 10 56.69
2021-Oct-30,18 13 29.62
2021-Oct-31,18 16 02.58
2021-Nov-01,18 18 35.57
2021-Nov-02,18 21 08.57
2021-Nov-03,18 23 41.60
2021-Nov-04,18 26 14.64
2021-Nov-05,18 28 47.69
2021-Nov-06,18 31 20.75
2021-Nov-07,18 33 53.81
2021-Nov-08,18 36 26.86
2021-Nov-09,18 38 59.89
2021-Nov-10,18 41 32.90
2021-Nov-11,18 44 05.88
2021-Nov-12,18 46 38.83
2021-Nov-13,18 49 11.74
2021-Nov-14,18 51 44.61
2021-Nov-15,18 54 17.42
2021-Nov-16,18 56 50.18
2021-Nov-17,18 59 22.89
2021-Nov-18,19 01 55.54
2021-Nov-19,19 04 28.12
2021-Nov-20,19 07 00.64
2021-Nov-21,19 09 33.09
2021-Nov-22,19 12 05.48
2021-Nov-23,19 14 37.79
2021-Nov-24,19 17 10.04
2021-Nov-25,19 19 42.21
2021-Nov-26,19 22 14.30
2021-Nov-27,19 24 46.32
2021-Nov-28,19 27 18.27
2021-Nov-29,19 29 50.13
2021-Nov-30,19 32 21.92
2021-Dec-01,19 34 53.63
2021-Dec-02,19 37 25.25
2021-Dec-03,19 39 56.78
2021-Dec-04,19 42 28.23
2021-Dec-05,19 44 59.58
2021-Dec-06,19 47 30.84
2021-Dec-07,19 50 01.99
2021-Dec-08,19 52 33.03
2021-Dec-09,19 55 03.96
2021-Dec-10,19 57 34.77
2021-Dec-11,20 00 05.46
2021-Dec-12,20 02 36.03
2021-Dec-13,20 05 06.47
2021-Dec-14,20 07 36.79
2021-Dec-15,20 10 06.98
2021-Dec-16,20 12 37.04
2021-Dec-17,20 15 06.97
2021-Dec-18,20 17 36.77
2021-Dec-19,20 20 06.44
2021-Dec-20,20 22 35.98
2021-Dec-21,20 25 05.39
2021-Dec-22,20 27 34.68
2021-Dec-23,20 30 03.84
2021-Dec-24,20 32 32.87
2021-Dec-25,20 35 01.79
2021-Dec-26,20 37 30.58
2021-Dec-27,20 39 59.25
2021-Dec-28,20 42 27.81
2021-Dec-29,20 44 56.24
2021-Dec-30,20 47 24.57
2021-Dec-31,20 49 52.78
2022-Jan-01,20 52 20.87
2022-Jan-02,20 54 48.85
2022-Jan-03,20 57 16.71
2022-Jan-04,20 59 44.46
2022-Jan-05,21 02 12.09
2022-Jan-06,21 04 39.61
2022-Jan-07,21 07 07.00
2022-Jan-08,21 09 34.27
2022-Jan-09,21 12 01.43
2022-Jan-10,21 14 28.47
2022-Jan-11,21 16 55.39
2022-Jan-12,21 19 22.20
2022-Jan-13,21 21 48.90
2022-Jan-14,21 24 15.49
2022-Jan-15,21 26 41.98
2022-Jan-16,21 29 08.36
2022-Jan-17,21 31 34.64
2022-Jan-18,21 34 00.84
2022-Jan-19,21 36 26.94
2022-Jan-20,21 38 52.96
2022-Jan-21,21 41 18.89
2022-Jan-22,21 43 44.76
2022-Jan-23,21 46 10.55
2022-Jan-24,21 48 36.28
2022-Jan-25,21 51 01.95
2022-Jan-26,21 53 27.57
2022-Jan-27,21 55 53.14
2022-Jan-28,21 58 18.66
2022-Jan-29,22 00 44.15
2022-Jan-30,22 03 09.60
2022-Jan-31,22 05 35.01
2022-Feb-01,22 08 00.40
2022-Feb-02,22 10 25.75
2022-Feb-03,22 12 51.09
2022-Feb-04,22 15 16.40
2022-Feb-05,22 17 41.70
2022-Feb-06,22 20 06.98
2022-Feb-07,22 22 32.26
2022-Feb-08,22 24 57.53
2022-Feb-09,22 27 22.80
2022-Feb-10,22 29 48.08
2022-Feb-11,22 32 13.37
2022-Feb-12,22 34 38.68
2022-Feb-13,22 37 04.02
2022-Feb-14,22 39 29.39
2022-Feb-15,22 41 54.80
2022-Feb-16,22 44 20.26
2022-Feb-17,22 46 45.78
2022-Feb-18,22 49 11.36
2022-Feb-19,22 51 37.01
2022-Feb-20,22 54 02.75
2022-Feb-21,22 56 28.58
2022-Feb-22,22 58 54.51
2022-Feb-23,23 01 20.55
2022-Feb-24,23 03 46.70
2022-Feb-25,23 06 12.98
2022-Feb-26,23 08 39.39
2022-Feb-27,23 11 05.95
2022-Feb-28,23 13 32.65
2022-Mar-01,23 15 59.50
2022-Mar-02,23 18 26.52
2022-Mar-03,23 20 53.71
2022-Mar-04,23 23 21.07
2022-Mar-05,23 25 48.61
2022-Mar-06,23 28 16.34
2022-Mar-07,23 30 44.27
2022-Mar-08,23 33 12.41
2022-Mar-09,23 35 40.76
2022-Mar-10,23 38 09.33
2022-Mar-11,23 40 38.13
2022-Mar-12,23 43 07.18
2022-Mar-13,23 45 36.48
2022-Mar-14,23 48 06.04
2022-Mar-15,23 50 35.87
2022-Mar-16,23 53 05.98
2022-Mar-17,23 55 36.39
2022-Mar-18,23 58 07.11
2022-Mar-19,00 00 38.14
2022-Mar-20,00 03 09.51
2022-Mar-21,00 05 41.22
2022-Mar-22,00 08 13.28
2022-Mar-23,00 10 45.71
2022-Mar-24,00 13 18.53
2022-Mar-25,00 15 51.73
2022-Mar-26,00 18 25.34
2022-Mar-27,00 20 59.37
2022-Mar-28,00 23 33.82
2022-Mar-29,00 26 08.71
2022-Mar-30,00 28 44.04
2022-Mar-31,00 31 19.84
2022-Apr-01,00 33 56.10
2022-Apr-02,00 36 32.84
2022-Apr-03,00 39 10.08
2022-Apr-04,00 41 47.81
2022-Apr-05,00 44 26.06
2022-Apr-06,00 47 04.83
2022-Apr-07,00 49 44.14
2022-Apr-08,00 52 23.99
2022-Apr-09,00 55 04.41
2022-Apr-10,00 57 45.40
2022-Apr-11,01 00 26.98
2022-Apr-12,01 03 09.17
2022-Apr-13,01 05 51.96
2022-Apr-14,01 08 35.39
2022-Apr-15,01 11 19.46
2022-Apr-16,01 14 04.20
2022-Apr-17,01 16 49.60
2022-Apr-18,01 19 35.70
2022-Apr-19,01 22 22.51
2022-Apr-20,01 25 10.04
2022-Apr-21,01 27 58.31
2022-Apr-22,01 30 47.33
2022-Apr-23,01 33 37.12
2022-Apr-24,01 36 27.70
2022-Apr-25,01 39 19.07
2022-Apr-26,01 42 11.25
2022-Apr-27,01 45 04.26
2022-Apr-28,01 47 58.10
2022-Apr-29,01 50 52.80
2022-Apr-30,01 53 48.36
2022-May-01,01 56 44.79
2022-May-02,01 59 42.11
2022-May-03,02 02 40.34
2022-May-04,02 05 39.48
2022-May-05,02 08 39.54
2022-May-06,02 11 40.55
2022-May-07,02 14 42.51
2022-May-08,02 17 45.44
2022-May-09,02 20 49.35
2022-May-10,02 23 54.25
2022-May-11,02 27 00.17
2022-May-12,02 30 07.10
2022-May-13,02 33 15.08
2022-May-14,02 36 24.10
2022-May-15,02 39 34.19
2022-May-16,02 42 45.35
2022-May-17,02 45 57.61
2022-May-18,02 49 10.98
2022-May-19,02 52 25.48
2022-May-20,02 55 41.10
2022-May-21,02 58 57.88
2022-May-22,03 02 15.82
2022-May-23,03 05 34.92
2022-May-24,03 08 55.20
2022-May-25,03 12 16.67
2022-May-26,03 15 39.34
2022-May-27,03 19 03.21
2022-May-28,03 22 28.28
2022-May-29,03 25 54.57
2022-May-30,03 29 22.08
2022-May-31,03 32 50.81
2022-Jun-01,03 36 20.77
2022-Jun-02,03 39 51.97
2022-Jun-03,03 43 24.39
2022-Jun-04,03 46 58.05
2022-Jun-05,03 50 32.95
2022-Jun-06,03 54 09.09
2022-Jun-07,03 57 46.47
2022-Jun-08,04 01 25.08
2022-Jun-09,04 05 04.93
2022-Jun-10,04 08 46.02
2022-Jun-11,04 12 28.35
2022-Jun-12,04 16 11.90
2022-Jun-13,04 19 56.69
2022-Jun-14,04 23 42.70
2022-Jun-15,04 27 29.94
2022-Jun-16,04 31 18.39
2022-Jun-17,04 35 08.06
2022-Jun-18,04 38 58.92
2022-Jun-19,04 42 50.99
2022-Jun-20,04 46 44.23
2022-Jun-21,04 50 38.65
2022-Jun-22,04 54 34.22
2022-Jun-23,04 58 30.92
2022-Jun-24,05 02 28.75
2022-Jun-25,05 06 27.68
2022-Jun-26,05 10 27.69
2022-Jun-27,05 14 28.75
2022-Jun-28,05 18 30.86
2022-Jun-29,05 22 33.97
2022-Jun-30,05 26 38.07
2022-Jul-01,05 30 43.12
2022-Jul-02,05 34 49.11
2022-Jul-03,05 38 56.00
2022-Jul-04,05 43 03.77
2022-Jul-05,05 47 12.38
2022-Jul-06,05 51 21.80
2022-Jul-07,05 55 32.01
2022-Jul-08,05 59 42.96
2022-Jul-09,06 03 54.63
2022-Jul-10,06 08 06.99
2022-Jul-11,06 12 20.00
2022-Jul-12,06 16 33.63
2022-Jul-13,06 20 47.84
2022-Jul-14,06 25 02.61
2022-Jul-15,06 29 17.90
2022-Jul-16,06 33 33.68
2022-Jul-17,06 37 49.90
2022-Jul-18,06 42 06.54
2022-Jul-19,06 46 23.55
2022-Jul-20,06 50 40.91
2022-Jul-21,06 54 58.56
2022-Jul-22,06 59 16.47
2022-Jul-23,07 03 34.59
2022-Jul-24,07 07 52.90
2022-Jul-25,07 12 11.35
2022-Jul-26,07 16 29.90
2022-Jul-27,07 20 48.51
2022-Jul-28,07 25 07.13
2022-Jul-29,07 29 25.74
2022-Jul-30,07 33 44.30
2022-Jul-31,07 38 02.76
2022-Aug-01,07 42 21.08
2022-Aug-02,07 46 39.24
2022-Aug-03,07 50 57.20
2022-Aug-04,07 55 14.91
2022-Aug-05,07 59 32.36
2022-Aug-06,08 03 49.50
2022-Aug-07,08 08 06.31
2022-Aug-08,08 12 22.76
2022-Aug-09,08 16 38.82
2022-Aug-10,08 20 54.46
2022-Aug-11,08 25 09.67
2022-Aug-12,08 29 24.41
2022-Aug-13,08 33 38.67
2022-Aug-14,08 37 52.43
2022-Aug-15,08 42 05.66
2022-Aug-16,08 46 18.34
2022-Aug-17,08 50 30.46
2022-Aug-18,08 54 42.00
2022-Aug-19,08 58 52.94
2022-Aug-20,09 03 03.26
2022-Aug-21,09 07 12.94
2022-Aug-22,09 11 21.98
2022-Aug-23,09 15 30.35
2022-Aug-24,09 19 38.05
2022-Aug-25,09 23 45.06
2022-Aug-26,09 27 51.36
2022-Aug-27,09 31 56.96
